26.7;0.5
0.0;30.44
17.45;22.94
20.0;10.74
23.63;15.37
0.0;26.66
-1.71;7.52
19.82;20.24
-6.85;20.62
0.0;32.25
33.12;5.95
-2.96;29.36
14.83;39.79
30.25;30.64
30.01;30.66
29.21;22.65
19.68;24.55
0.0;16.35
32.02;32.63
27.42;38.99
21.46;10.87
34.89;7.99
0.0;2.88
34.46;23.18
-5.54;23.78
33.89;0.7
19.47;6.15
-9.26;34.04
20.07;2.63
14.98;14.55
42.89;16.87
0.0;28.01
15.37;4.75
0.0;15.0
34.17;7.16
25.12;4.54
30.24;14.47
28.28;23.62
13.95;26.45
0.0;3.77
-7.97;17.47
9.4;30.1
0.0;3.19
11.02;20.13
16.7;7.74
-1.22;8.86
-2.79;15.78
0.0;37.64
25.44;4.84
30.47;5.04
26.12;27.09
9.62;37.78
-7.87;1.16
17.28;11.33
14.38;35.25
33.81;7.78
33.01;8.71
0.0;3.65
33.32;35.94
20.42;11.43
25.51;25.43
-0.61;35.66
26.59;19.17
23.06;3.15
17.09;26.3
23.26;36.19
0.0;14.81
29.75;31.2
0.0;1.54
0.0;10.79
0.0;18.28
0.0;12.45
35.45;8.58
-5.93;25.97
29.73;26.58
0.0;7.28
36.53;38.92
33.71;12.83
17.72;21.43
9.36;11.26
35.63;3.91
24.3;38.52
-9.57;21.6
17.95;27.55
25.97;27.06
40.91;38.89
0.0;11.8
22.83;38.63
13.78;3.77
-3.0;8.03
23.51;2.79
11.75;35.05
9.38;8.02
20.23;5.43
-4.17;8.5
28.67;23.16
33.9;27.75
0.0;17.39
32.57;39.54
36.77;32.57
19.45;34.09
1.49;12.11
-4.25;24.52
18.05;37.44
-5.28;30.05
0.0;5.89
-2.08;31.85
29.24;12.79
0.0;13.35
0.0;16.82
0.0;37.66
-3.72;38.3
30.91;26.77
6.46;10.71
41.52;0.61
-6.54;30.55
36.14;27.26
32.57;37.77
22.91;34.94
0.0;34.66
23.94;20.01
-8.94;32.99
-7.98;33.91
3.16;36.39
0.0;16.21
-6.66;18.23
0.0;19.55
44.06;36.74
31.0;8.0
17.16;14.01
0.0;3.57
-0.32;21.87
4.22;3.68
-9.78;24.63
7.13;24.38
0.0;23.89
3.97;14.73
29.36;12.83
31.8;22.62
-8.27;6.3
-6.24;13.88
0.0;6.36
0.0;2.41
41.35;31.26
-0.41;37.6
0.0;10.61
0.0;10.49
0.0;27.56
32.12;10.26
-3.02;39.18
34.37;36.63
-6.37;8.1
19.78;7.12
-8.16;12.13
35.29;39.43
-7.5;6.08
-9.58;14.64
0.0;1.08
0.0;5.99
0.0;11.63
0.0;30.19
-3.73;32.44
10.23;11.27
21.98;37.52
-8.46;4.1
-1.68;26.75
0.0;28.17
-7.89;34.58
35.16;33.36
0.0;32.4
0.0;26.08
0.0;4.17
18.72;25.46
0.0;30.97
0.0;24.95
0.0;9.93
43.33;18.25
-2.03;34.17
0.0;39.29
-3.91;14.11
24.34;23.41
25.36;17.82
3.29;28.48
-8.34;20.76
0.0;31.32
39.06;12.24
-4.27;8.79
0.0;22.61
-2.34;25.72
21.08;13.19
0.0;11.23
27.55;1.69
37.11;2.09
9.43;23.39
21.7;32.82
31.46;33.81
31.05;32.89
-2.73;4.34
11.03;20.59
43.11;17.99
18.35;20.42
-1.67;39.83
-2.14;34.34
0.0;26.76
0.0;19.15
33.88;2.54
8.5;35.73
20.68;3.83
18.72;34.15
0.0;39.47
36.71;38.31
38.0;17.61
47.27;7.18
28.36;24.82
-0.18;20.46
0.0;3.12
-7.75;16.38
0.0;22.96
17.23;35.66
0.12;9.14
26.08;19.3
11.96;27.67
-7.49;22.04
0.0;24.63
15.27;16.5
27.27;9.71
0.0;22.72
37.52;15.65
23.36;0.49
0.0;19.44
-4.81;21.77
36.88;19.92
-3.34;18.23
0.0;6.68
0.0;20.46
30.18;10.88
22.53;1.52
19.74;28.08
0.0;36.69
0.0;31.29
36.56;22.24
32.49;7.65
-9.87;29.72
24.73;12.06
-9.78;23.54
0.0;14.15
-5.91;22.02
0.0;16.45
0.0;32.17
0.0;18.26
30.74;20.69
28.0;11.79
-6.93;3.87
-2.96;23.62
-1.53;27.2
-4.61;33.91
19.19;22.79
20.7;11.1
17.72;34.66
26.26;27.5
-1.62;23.09
7.65;38.46
0.0;22.97
25.25;32.47
14.98;36.62
-5.61;32.19
6.23;7.33
0.0;20.01
26.76;33.57
0.0;37.1
44.0;9.48
-1.06;12.96
0.0;9.43
-1.56;8.96
29.62;1.32
0.0;30.48
-9.62;13.4
25.59;30.77
32.49;13.9
0.0;30.47
-0.11;39.44
21.03;21.91
-2.05;23.54
30.59;14.59
27.29;14.02
8.52;5.8
27.98;23.29
33.19;23.93
40.57;7.72
15.36;31.89
0.0;25.18
9.53;10.79
-1.24;22.39
33.71;27.64
0.0;15.05
29.73;9.99
-1.79;10.03
21.2;36.69
33.13;5.71
30.0;34.45
-0.05;27.63
0.0;38.26
30.02;34.97
0.0;13.5
22.82;15.03
-2.87;17.89
32.88;33.2
0.0;3.99
-2.33;38.23
-5.49;32.35
0.0;19.75
11.62;12.27
20.12;7.99
-5.2;25.96
20.76;22.39
-9.22;7.59
-5.93;32.65
-9.37;4.29
-4.54;3.22
0.0;31.97
39.77;32.82
44.74;20.55
20.35;35.89
29.58;3.74
0.0;4.9
-6.13;22.28
-8.01;37.1
17.03;20.1
14.79;2.14
16.33;0.69
33.17;3.62
10.94;12.14
24.64;6.33
25.31;22.47
8.91;6.32
39.54;14.98
18.73;5.06
0.0;26.95
-1.64;3.15
25.73;1.07
0.0;7.72
12.39;38.28
28.1;26.53
0.0;10.88
20.98;0.68
-9.08;14.68
15.59;17.89
0.0;16.26
-4.59;27.1
0.0;8.88
31.33;23.64
11.07;36.92
-8.56;39.72
20.36;26.27
42.54;15.0
0.0;19.92
48.69;39.93
-7.62;20.68
0.0;5.62
37.92;29.57
29.08;39.93
0.0;12.73
-8.94;38.32
-3.48;36.34
-1.92;25.91
29.75;10.99
26.13;34.12
-5.22;24.17
-4.58;1.48
0.0;13.2
-7.85;6.42
-3.14;15.38
23.96;17.82
29.47;9.0
0.0;1.99
-3.21;12.08
31.01;18.26
38.3;8.36
8.23;37.21
33.06;39.91
0.0;26.24
-6.82;12.75
49.77;34.38
15.74;8.35
13.75;11.84
27.41;36.2
45.33;0.28
13.62;21.12
29.19;39.22
-2.84;20.15
22.65;6.24
34.41;35.83
-8.93;11.9
30.29;35.03
-0.12;8.46
-5.64;18.46
-2.54;39.87
20.76;2.46
28.7;26.27
-2.47;0.5
23.02;32.68
22.69;12.69
-4.51;21.0
0.0;7.84
0.0;18.88
0.0;29.79
32.2;14.84
14.06;0.37
-6.82;4.72
20.69;20.21
-2.0;0.34
-8.38;38.78
23.07;14.11
44.85;25.26
30.95;9.25
26.61;35.9
0.0;17.67
-9.81;34.22
0.0;2.31
-0.2;0.27
23.39;11.63
-6.84;4.93
40.06;12.0
-6.31;33.26
18.07;31.08
0.0;0.95
22.82;19.38
12.76;18.05
29.87;1.51
0.0;15.8
-5.68;17.61
17.55;22.73
27.23;18.08
0.0;18.9
1.94;16.83
-8.64;35.66
0.0;34.2
37.53;1.63
20.77;27.74
11.88;16.22
0.0;22.13
31.83;34.86
8.06;2.49
22.37;33.39
-9.94;1.18
0.0;33.54
28.52;25.41
1.27;24.71
-5.83;10.05
2.47;31.45
-0.75;2.47
-5.05;15.66
25.96;1.12
16.28;24.55
23.16;8.75
40.67;3.46
0.0;33.58
7.64;25.63
0.0;34.92
0.0;14.36
-6.48;35.31
6.42;38.1
24.18;0.33
-3.97;34.77
-1.39;18.1
13.65;26.62
3.3;15.43
34.74;10.7
0.0;6.21
36.74;4.23
43.95;18.73
30.58;34.92
-7.05;25.04
31.8;5.58
-5.98;14.21
38.02;8.44
0.0;22.95
0.0;39.98
26.78;15.0
17.8;23.49
24.98;18.98
14.92;32.1
31.06;35.2
13.78;25.51
-5.57;37.28
26.23;15.46
-6.77;18.74
31.33;20.04
0.0;31.11
32.25;22.14
29.45;1.83
18.89;7.94
-3.21;15.62
-7.28;16.99
-4.52;0.31
0.0;24.41
0.0;32.14
40.44;32.69
8.72;12.66
-7.57;16.88
22.24;37.96
23.18;7.02
33.18;21.21
0.0;6.73
33.17;7.01
16.36;2.89
0.0;13.2
27.7;39.97
34.5;13.81
33.12;8.59
47.31;12.86
19.68;28.61
37.31;31.26
-8.89;3.29
35.36;22.05
15.35;1.26
41.68;35.8
30.52;2.05
-6.4;8.88
-1.8;17.52
0.0;1.05
0.0;26.11
10.94;12.59
12.11;20.6
-3.58;22.08
22.5;28.06
40.06;24.04
0.0;19.37
27.67;22.5
0.0;30.42
24.47;22.92
0.0;36.18
-6.25;7.54
32.37;26.89
-9.95;33.7
29.67;34.32
0.0;12.88
0.0;20.95
32.45;31.1
34.74;35.5
-0.46;24.83
0.0;39.34
7.85;5.5
29.14;5.06
0.0;5.43
25.33;34.07
0.0;25.19
31.03;5.49
33.45;38.87
24.24;32.28
0.0;11.54
18.42;10.04
-4.08;16.53
18.53;19.69
0.0;13.53
0.0;21.92
16.19;29.24
8.57;28.37
27.88;29.03
26.21;14.2
34.66;25.26
45.39;3.21
0.0;19.92
43.27;28.74
18.96;2.42
27.94;3.66
0.0;34.35
11.67;13.77
38.55;39.72
29.48;8.99
12.78;0.55
30.31;30.65
0.0;26.9
0.0;28.33
-4.93;19.55
-0.73;4.07
14.66;12.77
-8.9;35.7
0.0;8.59
40.41;36.2
21.73;4.99
17.97;2.95
-9.72;36.2
-8.32;25.41
26.17;23.59
0.0;15.07
0.0;17.73
-3.76;17.17
18.34;9.03
31.51;4.55
34.27;8.38
-0.23;32.05
29.91;9.18
33.3;26.4
0.0;39.22
0.0;3.45
10.62;8.12
-2.56;3.02
25.89;34.78
22.79;4.7
39.0;38.95
26.43;31.99
-9.44;3.57
0.0;15.3
0.0;0.68
0.0;10.95
-8.97;5.65
-6.13;6.44
34.32;18.67
24.22;1.75
-1.36;5.39
16.95;21.53
-7.28;34.25
26.4;11.74
-7.4;2.84
25.4;7.13
0.0;38.0
-3.26;11.13
-9.37;24.98
-7.08;1.39
13.29;12.28
23.61;28.19
0.0;14.38
42.13;15.05
0.0;22.98
-6.86;38.37
3.86;8.13
25.39;3.46
13.23;14.31
41.85;12.01
19.16;23.4
17.6;29.2
-6.37;9.23
-5.73;10.65
0.0;33.22
26.04;29.03
23.63;7.51
28.79;24.61
8.93;18.65
29.15;33.19
24.22;11.92
0.0;28.21
0.0;12.37
-0.72;18.4
-6.54;33.97
16.83;5.57
27.14;7.6
-2.01;34.15
15.17;4.1
29.05;25.53
21.32;12.42
0.0;26.39
10.2;0.83
-7.74;14.35
32.41;36.94
28.67;2.45
15.51;9.54
-6.97;10.61
-3.02;22.8
-5.21;39.06
32.15;10.56
17.29;19.9
-5.0;36.82
0.0;17.76
0.0;4.21
32.55;23.24
35.78;30.98
-7.7;4.54
0.0;17.87
-6.64;34.7
-5.69;5.83
0.0;17.77
36.05;5.87
-6.57;6.07
22.55;39.1
15.28;34.9
50.88;4.68
-3.88;4.77
35.83;5.19
23.65;5.62
-1.5;10.34
-8.28;26.33
-3.14;36.47
26.38;35.55
0.0;7.59
0.0;19.91
0.0;11.95
23.22;8.72
-6.8;19.54
41.86;35.14
22.78;3.11
26.18;10.75
4.24;39.54
0.0;30.7
31.93;5.7
-7.23;21.55
0.0;14.93
-2.59;34.06
0.0;1.06
10.7;24.3
5.49;38.27
0.0;22.68
35.39;21.76
0.0;33.94
0.0;36.99
-1.39;11.51
28.35;20.23
-5.64;8.46
37.34;33.01
-8.3;23.07
35.49;34.37
5.91;3.23
0.0;21.65
2.3;10.47
18.96;10.14
46.37;32.88
0.0;21.48
29.51;1.92
-9.23;1.78
36.66;0.54
0.0;27.45
-3.48;35.47
-1.06;0.22
-3.53;10.55
-6.96;20.62
-7.29;17.88
-7.7;37.25
0.0;18.07
24.82;25.86
2.09;32.2
17.34;0.74
40.23;8.29
33.57;17.11
37.63;38.27
33.47;2.42
19.17;0.15
39.96;32.04
43.23;28.73
19.94;39.91
39.65;10.93
0.0;38.14
25.32;39.78
-7.64;15.2
21.49;31.57
-8.42;18.51
0.0;27.02
-5.62;6.08
-7.23;24.8
0.0;32.35
-6.24;18.28
0.0;8.52
18.31;39.82
47.79;18.47
28.17;0.91
29.86;7.55
-0.6;1.26
20.34;21.38
51.46;35.78
11.69;31.0
-2.93;6.99
26.32;39.4
0.0;0.73
31.15;36.69
28.84;34.45
28.94;11.52
-1.03;17.71
0.0;35.21
12.71;25.9
-2.58;38.77
31.66;39.49
0.0;11.1
23.12;19.79
